rank,run_id,stage,selection_score,AUROC_mean,AUROC_std,AUPRC_mean,AUPRC_std,num_trials,overrides
33,graph__k24__C20__L1,graph_core,0.9575246258255183,0.724148017915616,0.0017727704773108075,0.23337660790990233,0.0028396055354159224,3,"{""beta"": 0.005, ""knn_k"": 24, ""lambda_E"": 0.1, ""lambda_H"": 0.35, ""lambda_bal"": 0.01, ""num_clusters"": 20, ""num_hops"": 1, ""tau_s"": 0.05}"
34,ctrl__lE0,controls,0.9575069219676069,0.7240919353513338,0.0017471044771699123,0.23341498661627316,0.002914569709391666,3,"{""beta"": 0.005, ""knn_k"": 20, ""lambda_E"": 0, ""lambda_H"": 0.35, ""lambda_bal"": 0.01, ""num_clusters"": 28, ""num_hops"": 1, ""tau_s"": 0.05}"
35,ctrl__tau0p15,controls,0.9574830827619993,0.7244253335924616,0.0017487037237759173,0.23305774916953767,0.002964016877703492,3,"{""beta"": 0.005, ""knn_k"": 20, ""lambda_E"": 0.1, ""lambda_H"": 0.35, ""lambda_bal"": 0.01, ""num_clusters"": 28, ""num_hops"": 1, ""tau_s"": 0.15}"
36,graph__k16__C28__L1,graph_core,0.9574816919734863,0.7240837086022979,0.0017611384414618313,0.23339798337118847,0.003002669528609927,3,"{""beta"": 0.005, ""knn_k"": 16, ""lambda_E"": 0.1, ""lambda_H"": 0.35, ""lambda_bal"": 0.01, ""num_clusters"": 28, ""num_hops"": 1, ""tau_s"": 0.05}"
37,graph__k20__C20__L1,graph_core,0.9574523759873557,0.7240999588183074,0.001778405266408181,0.23335241716904828,0.002881009017566189,3,"{""beta"": 0.005, ""knn_k"": 20, ""lambda_E"": 0.1, ""lambda_H"": 0.35, ""lambda_bal"": 0.01, ""num_clusters"": 20, ""num_hops"": 1, ""tau_s"": 0.05}"
38,score__lH0p2__b0p005,score_loss,0.9574198991008607,0.7240756775256063,0.0017581657311966958,0.2333442215752544,0.002925459347655597,3,"{""beta"": 0.005, ""knn_k"": 20, ""lambda_E"": 0.1, ""lambda_H"": 0.2, ""lambda_bal"": 0.01, ""num_clusters"": 28, ""num_hops"": 1, ""tau_s"": 0.05}"
39,ctrl__tau0p1,controls,0.957407217064121,0.7242819887646093,0.0017912598193480407,0.2331252282995118,0.0029252748855862197,3,"{""beta"": 0.005, ""knn_k"": 20, ""lambda_E"": 0.1, ""lambda_H"": 0.35, ""lambda_bal"": 0.01, ""num_clusters"": 28, ""num_hops"": 1, ""tau_s"": 0.1}"
40,ctrl__tau0p08,controls,0.9573965715539345,0.724220768340198,0.0017875436236872353,0.23317580321373657,0.002920142212066945,3,"{""beta"": 0.005, ""knn_k"": 20, ""lambda_E"": 0.1, ""lambda_H"": 0.35, ""lambda_bal"": 0.01, ""num_clusters"": 28, ""num_hops"": 1, ""tau_s"": 0.08}"
41,graph__k16__C20__L1,graph_core,0.9573957959515759,0.7241183751748549,0.0017507662152635118,0.23327742077672095,0.0029206162119765097,3,"{""beta"": 0.005, ""knn_k"": 16, ""lambda_E"": 0.1, ""lambda_H"": 0.35, ""lambda_bal"": 0.01, ""num_clusters"": 20, ""num_hops"": 1, ""tau_s"": 0.05}"
42,score__lH0p2__b0p01,score_loss,0.9573883156833449,0.7241854592467005,0.0018089338800413783,0.2332028564366444,0.002876837317091022,3,"{""beta"": 0.01, ""knn_k"": 20, ""lambda_E"": 0.1, ""lambda_H"": 0.2, ""lambda_bal"": 0.01, ""num_clusters"": 28, ""num_hops"": 1, ""tau_s"": 0.05}"
43,score__lH0p5__b0,score_loss,0.9573273565983231,0.7243409218744062,0.00246480081992099,0.2329864347239169,0.002804732281757927,3,"{""beta"": 0, ""knn_k"": 20, ""lambda_E"": 0.1, ""lambda_H"": 0.5, ""lambda_bal"": 0.01, ""num_clusters"": 28, ""num_hops"": 1, ""tau_s"": 0.05}"
44,score__lH0p35__b0,score_loss,0.9570168723130359,0.72357770569033,0.0018326797272862556,0.23343916662270595,0.0030780105380147976,3,"{""beta"": 0, ""knn_k"": 20, ""lambda_E"": 0.1, ""lambda_H"": 0.35, ""lambda_bal"": 0.01, ""num_clusters"": 28, ""num_hops"": 1, ""tau_s"": 0.05}"
45,score__lH0p2__b0,score_loss,0.9569592562457584,0.723591927733271,0.0018374146608768445,0.23336732851248745,0.0029894960782024965,3,"{""beta"": 0, ""knn_k"": 20, ""lambda_E"": 0.1, ""lambda_H"": 0.2, ""lambda_bal"": 0.01, ""num_clusters"": 28, ""num_hops"": 1, ""tau_s"": 0.05}"
46,baseline,baseline,0.8166824970270556,0.6407760441666926,0.005816727431263222,0.175906452860363,0.0002488405717557214,3,"{""beta"": 0.03, ""knn_k"": 4, ""lambda_E"": 0.1, ""lambda_H"": 0.5, ""lambda_bal"": 0.05, ""num_clusters"": 4, ""num_hops"": 3, ""tau_s"": 0.15}"
47,score__lH1p2__b0p005,score_loss,0.8094801035711726,0.648403791556281,0.007051531451519473,0.16107631201489161,0.00808000173458751,3,"{""beta"": 0.005, ""knn_k"": 20, ""lambda_E"": 0.1, ""lambda_H"": 1.2, ""lambda_bal"": 0.01, ""num_clusters"": 28, ""num_hops"": 1, ""tau_s"": 0.05}"
48,score__lH1p2__b0p01,score_loss,0.8087671435359838,0.6485619570716854,0.007016917118373884,0.16020518646429838,0.008334490347169635,3,"{""beta"": 0.01, ""knn_k"": 20, ""lambda_E"": 0.1, ""lambda_H"": 1.2, ""lambda_bal"": 0.01, ""num_clusters"": 28, ""num_hops"": 1, ""tau_s"": 0.05}"
49,score__lH0p8__b0p005,score_loss,0.8053479676628584,0.6485836141328631,0.013577084727380569,0.1567643535299953,0.009042267481481467,3,"{""beta"": 0.005, ""knn_k"": 20, ""lambda_E"": 0.1, ""lambda_H"": 0.8, ""lambda_bal"": 0.01, ""num_clusters"": 28, ""num_hops"": 1, ""tau_s"": 0.05}"
50,score__lH1p2__b0,score_loss,0.8041191651627569,0.6435347904159827,0.006883183650716146,0.16058437474677423,0.007986822049451621,3,"{""beta"": 0, ""knn_k"": 20, ""lambda_E"": 0.1, ""lambda_H"": 1.2, ""lambda_bal"": 0.01, ""num_clusters"": 28, ""num_hops"": 1, ""tau_s"": 0.05}"
51,score__lH0p8__b0p01,score_loss,0.8036289839202305,0.6475329894920424,0.013786814344153938,0.1560959944281881,0.009138547049347332,3,"{""beta"": 0.01, ""knn_k"": 20, ""lambda_E"": 0.1, ""lambda_H"": 0.8, ""lambda_bal"": 0.01, ""num_clusters"": 28, ""num_hops"": 1, ""tau_s"": 0.05}"
52,score__lH0p8__b0,score_loss,0.8008416272847065,0.6447344072115627,0.012620194200282304,0.15610722007314384,0.00867212472658587,3,"{""beta"": 0, ""knn_k"": 20, ""lambda_E"": 0.1, ""lambda_H"": 0.8, ""lambda_bal"": 0.01, ""num_clusters"": 28, ""num_hops"": 1, ""tau_s"": 0.05}"
