trial,dataset,rank,node_id,label,diagnosis_type,total_score,total_percentile,adhesion_score,adhesion_percentile,context_score,context_percentile,context_contribution,adhesion_raw,context_raw_js,dominant_community,dominant_prob,dominant_community_soft_share,dominant_community_anomaly_rate,dominant_community_lift,neighbor_dominant_prob,assignment_entropy_norm,closest_prototype,distance_to_dominant_prototype,distance_to_dominant_percentile,distance_to_closest_prototype,top_communities,neighbor_top_communities,explanation
0,weibo,12,5167,1,high-risk community prototype outlier,15.8707914352417,0.9986910994764397,15.738716125488281,0.9986910994764397,6.603760242462158,0.9932175154688244,0.1320752054452896,10437.2509765625,0.5178065896034241,8,1.0,0.1525310600321609,0.2366125272879741,2.2911615740324422,0.2774074077606201,1.0096107488011937e-29,8,102.16286495866538,0.9986910994764397,102.16286495866538,C8:1.000; C12:0.000; C29:0.000,C8:0.277; C25:0.034; C12:0.032,"#12 node 5167 (labeled anomaly) is a high-risk community prototype outlier. It assigns to C8 with p=1.000. C8 is high-risk (soft share 15.3%, anomaly rate 23.7%, lift 2.29x). Its distance to the assigned prototype is 102.16, at the 99.9% percentile among nodes. Its neighborhood distribution is different from its own assignment (27.7% neighbor mass on C8; C8:0.277; C25:0.034; C12:0.032), which is a strong context-break signal. Adhesion percentile=99.9%; context percentile=99.3%; beta-weighted context contribution=0.132; assignment entropy=0.000."
0,weibo,13,5212,0,high-risk community prototype outlier,13.481428146362305,0.9985721085197525,13.34704875946045,0.9985721085197525,6.718959808349609,0.9936934792955735,0.13437919318675995,8861.1376953125,0.5264530777931213,8,1.0,0.1525310600321609,0.2366125272879741,2.2911615740324422,0.2696148753166199,4.0386170229964315e-44,8,94.13361618100359,0.9985721085197525,94.13361618100359,C8:1.000; C29:0.000; C35:0.000,C8:0.270; C29:0.093; C27:0.025,"#13 node 5212 (label=0) is a high-risk community prototype outlier. It assigns to C8 with p=1.000. C8 is high-risk (soft share 15.3%, anomaly rate 23.7%, lift 2.29x). Its distance to the assigned prototype is 94.13, at the 99.9% percentile among nodes. Its neighborhood distribution is different from its own assignment (27.0% neighbor mass on C8; C8:0.270; C29:0.093; C27:0.025), which is a strong context-break signal. Adhesion percentile=99.9%; context percentile=99.4%; beta-weighted context contribution=0.134; assignment entropy=0.000."
0,weibo,14,2753,1,high-risk community prototype outlier,13.459234237670898,0.9984531175630652,13.321245193481445,0.9984531175630652,6.899450778961182,0.9945264159923846,0.13798901438713074,8844.1328125,0.5400000810623169,8,1.0,0.1525310600321609,0.2366125272879741,2.2911615740324422,0.2576325237751007,0.0,8,94.04324969129895,0.9984531175630652,94.04324969129895,C8:1.000; C35:0.000; C33:0.000,C8:0.258; C1:0.049; C0:0.033,"#14 node 2753 (labeled anomaly) is a high-risk community prototype outlier. It assigns to C8 with p=1.000. C8 is high-risk (soft share 15.3%, anomaly rate 23.7%, lift 2.29x). Its distance to the assigned prototype is 94.04, at the 99.8% percentile among nodes. Its neighborhood distribution is different from its own assignment (25.8% neighbor mass on C8; C8:0.258; C1:0.049; C0:0.033), which is a strong context-break signal. Adhesion percentile=99.8%; context percentile=99.5%; beta-weighted context contribution=0.138; assignment entropy=0.000."
0,weibo,15,6759,0,high-risk community prototype outlier,11.095662117004395,0.9983341266063779,10.980401039123535,0.9983341266063779,5.763062000274658,0.9908376963350786,0.11526123434305191,7301.51171875,0.45470672845840454,8,1.0,0.1525310600321609,0.2366125272879741,2.2911615740324422,0.33779028058052063,0.0,8,85.44888366005726,0.9983341266063779,85.44888366005726,C8:1.000; C35:0.000; C33:0.000,C8:0.338; C29:0.043; C20:0.023,"#15 node 6759 (label=0) is a high-risk community prototype outlier. It assigns to C8 with p=1.000. C8 is high-risk (soft share 15.3%, anomaly rate 23.7%, lift 2.29x). Its distance to the assigned prototype is 85.45, at the 99.8% percentile among nodes. Its neighborhood distribution is different from its own assignment (33.8% neighbor mass on C8; C8:0.338; C29:0.043; C20:0.023), which is a strong context-break signal. Adhesion percentile=99.8%; context percentile=99.1%; beta-weighted context contribution=0.115; assignment entropy=0.000."
0,weibo,16,1383,1,high-risk community prototype outlier,11.010788917541504,0.9982151356496907,10.883598327636719,0.9982151356496907,6.359552383422852,0.9928605425987624,0.12719105184078217,7237.71875,0.49947720766067505,8,1.0,0.1525310600321609,0.2366125272879741,2.2911615740324422,0.2943042814731598,0.0,8,85.07478327918326,0.9982151356496907,85.07478327918326,C8:1.000; C35:0.000; C33:0.000,C8:0.294; C20:0.097; C35:0.080,"#16 node 1383 (labeled anomaly) is a high-risk community prototype outlier. It assigns to C8 with p=1.000. C8 is high-risk (soft share 15.3%, anomaly rate 23.7%, lift 2.29x). Its distance to the assigned prototype is 85.07, at the 99.8% percentile among nodes. Its neighborhood distribution is different from its own assignment (29.4% neighbor mass on C8; C8:0.294; C20:0.097; C35:0.080), which is a strong context-break signal. Adhesion percentile=99.8%; context percentile=99.3%; beta-weighted context contribution=0.127; assignment entropy=0.000."
0,weibo,17,7287,1,prototype-assignment tension,10.742971420288086,0.9980961446930033,10.492663383483887,0.9980961446930033,12.515413284301758,1.0,0.25030824542045593,6980.091796875,0.961514413356781,8,0.9977771639823914,0.1525310600321609,0.2366125272879741,2.2911615740324422,0.0066481600515544415,0.004409194674860705,19,83.54702549313171,0.9980961446930033,83.51109231151572,C8:0.998; C19:0.002; C31:0.000,C19:0.333; C31:0.227; C1:0.042,"#17 node 7287 (labeled anomaly) is a prototype-assignment tension. It assigns to C8 with p=0.998. C8 is high-risk (soft share 15.3%, anomaly rate 23.7%, lift 2.29x). The closest prototype is C19 (distance 83.51), but the soft assignment favors C8; this assignment/prototype tension makes the case more diagnostic. Its neighborhood distribution is different from its own assignment (0.7% neighbor mass on C8; C19:0.333; C31:0.227; C1:0.042), which is a strong context-break signal. Adhesion percentile=99.8%; context percentile=100.0%; beta-weighted context contribution=0.250; assignment entropy=0.004."
0,weibo,18,2832,1,high-risk community prototype outlier,10.394518852233887,0.997977153736316,10.289700508117676,0.997977153736316,5.240904331207275,0.9889338410280819,0.10481808334589005,6846.3388671875,0.4155154228210449,8,1.0,0.1525310600321609,0.2366125272879741,2.2911615740324422,0.37853631377220154,4.093292692974749e-31,8,82.74260611793358,0.997977153736316,82.74260611793358,C8:1.000; C1:0.000; C29:0.000,C8:0.379; C1:0.052; C29:0.032,"#18 node 2832 (labeled anomaly) is a high-risk community prototype outlier. It assigns to C8 with p=1.000. C8 is high-risk (soft share 15.3%, anomaly rate 23.7%, lift 2.29x). Its distance to the assigned prototype is 82.74, at the 99.8% percentile among nodes. Its neighbors only partially support C8 (37.9% neighbor mass; C8:0.379; C1:0.052; C29:0.032), adding a moderate context-mismatch signal. Adhesion percentile=99.8%; context percentile=98.9%; beta-weighted context contribution=0.105; assignment entropy=0.000."
0,weibo,19,5311,0,high-risk community prototype outlier,9.761847496032715,0.9978581627796288,9.6456880569458,0.9978581627796288,5.807992935180664,0.9909566872917658,0.11615985631942749,6421.93359375,0.45807912945747375,8,1.0,0.1525310600321609,0.2366125272879741,2.2911615740324422,0.33440282940864563,3.8360518527267766e-11,8,80.13696770997765,0.9978581627796288,80.13696770997765,C8:1.000; C29:0.000; C12:0.000,C8:0.334; C0:0.051; C30:0.025,"#19 node 5311 (label=0) is a high-risk community prototype outlier. It assigns to C8 with p=1.000. C8 is high-risk (soft share 15.3%, anomaly rate 23.7%, lift 2.29x). Its distance to the assigned prototype is 80.14, at the 99.8% percentile among nodes. Its neighborhood distribution is different from its own assignment (33.4% neighbor mass on C8; C8:0.334; C0:0.051; C30:0.025), which is a strong context-break signal. Adhesion percentile=99.8%; context percentile=99.1%; beta-weighted context contribution=0.116; assignment entropy=0.000."
0,weibo,20,4847,1,high-risk community prototype outlier,9.56949234008789,0.9977391718229415,9.499468803405762,0.9977391718229415,3.501168727874756,0.9817943836268443,0.07002337276935577,6325.57470703125,0.2849370241165161,8,1.0,0.1525310600321609,0.2366125272879741,2.2911615740324422,0.5339162349700928,0.0,8,79.53348167301147,0.9977391718229415,79.53348167301147,C8:1.000; C35:0.000; C33:0.000,C8:0.534; C29:0.023; C20:0.017,"#20 node 4847 (labeled anomaly) is a high-risk community prototype outlier. It assigns to C8 with p=1.000. C8 is high-risk (soft share 15.3%, anomaly rate 23.7%, lift 2.29x). Its distance to the assigned prototype is 79.53, at the 99.8% percentile among nodes. Its neighbors only partially support C8 (53.4% neighbor mass; C8:0.534; C29:0.023; C20:0.017), adding a moderate context-mismatch signal. Adhesion percentile=99.8%; context percentile=98.2%; beta-weighted context contribution=0.070; assignment entropy=0.000."
0,weibo,21,4357,1,high-risk community prototype outlier,9.033982276916504,0.9976201808662541,8.971906661987305,0.9976201808662541,3.1037590503692627,0.9783436458829129,0.0620751790702343,5977.91015625,0.25510886311531067,8,1.0,0.1525310600321609,0.2366125272879741,2.2911615740324422,0.5739976763725281,0.0,8,77.31694611306114,0.9976201808662541,77.31694611306114,C8:1.000; C35:0.000; C33:0.000,C8:0.574; C31:0.027; C1:0.026,"#21 node 4357 (labeled anomaly) is a high-risk community prototype outlier. It assigns to C8 with p=1.000. C8 is high-risk (soft share 15.3%, anomaly rate 23.7%, lift 2.29x). Its distance to the assigned prototype is 77.32, at the 99.8% percentile among nodes. Its neighbors only partially support C8 (57.4% neighbor mass; C8:0.574; C31:0.027; C1:0.026), adding a moderate context-mismatch signal. Adhesion percentile=99.8%; context percentile=97.8%; beta-weighted context contribution=0.062; assignment entropy=0.000."
0,weibo,22,3397,1,neighborhood context break,8.924776077270508,0.9975011899095668,8.71610164642334,0.9973821989528796,10.43371295928955,0.9992860542598763,0.20867425203323364,5809.33447265625,0.8052693009376526,8,1.0,0.1525310600321609,0.2366125272879741,2.2911615740324422,0.07422732561826706,0.0,8,76.21899023639877,0.9973821989528796,76.21899023639877,C8:1.000; C35:0.000; C33:0.000,C8:0.074; C30:0.037; C14:0.033,"#22 node 3397 (labeled anomaly) is a neighborhood context break. It assigns to C8 with p=1.000. C8 is high-risk (soft share 15.3%, anomaly rate 23.7%, lift 2.29x). Its distance to the assigned prototype is 76.22, at the 99.7% percentile among nodes. Its neighborhood distribution is different from its own assignment (7.4% neighbor mass on C8; C8:0.074; C30:0.037; C14:0.033), which is a strong context-break signal. Adhesion percentile=99.7%; context percentile=99.9%; beta-weighted context contribution=0.209; assignment entropy=0.000."
0,weibo,23,7151,0,high-risk community prototype outlier,8.832547187805176,0.9973821989528796,8.765153884887695,0.9975011899095668,3.3696885108947754,0.9807234650166587,0.06739377230405807,5841.65966796875,0.27506858110427856,8,1.0,0.1525310600321609,0.2366125272879741,2.2911615740324422,0.5469771027565002,0.0,8,76.43075080076572,0.9975011899095668,76.43075080076572,C8:1.000; C35:0.000; C33:0.000,C8:0.547; C0:0.030; C29:0.021,"#23 node 7151 (label=0) is a high-risk community prototype outlier. It assigns to C8 with p=1.000. C8 is high-risk (soft share 15.3%, anomaly rate 23.7%, lift 2.29x). Its distance to the assigned prototype is 76.43, at the 99.8% percentile among nodes. Its neighbors only partially support C8 (54.7% neighbor mass; C8:0.547; C0:0.030; C29:0.021), adding a moderate context-mismatch signal. Adhesion percentile=99.8%; context percentile=98.1%; beta-weighted context contribution=0.067; assignment entropy=0.000."
0,weibo,24,2250,1,neighborhood context break,8.77079963684082,0.9972632079961923,8.559173583984375,0.997144217039505,10.581298828125,0.9996430271299381,0.21162597835063934,5705.91845703125,0.8163465857505798,8,0.9999985694885254,0.1525310600321609,0.2366125272879741,2.2911615740324422,0.0685521736741066,5.631340516397023e-06,8,75.53753335470056,0.997144217039505,75.53753335470056,C8:1.000; C29:0.000; C19:0.000,C29:0.087; C25:0.084; C8:0.069,"#24 node 2250 (labeled anomaly) is a neighborhood context break. It assigns to C8 with p=1.000. C8 is high-risk (soft share 15.3%, anomaly rate 23.7%, lift 2.29x). Its distance to the assigned prototype is 75.54, at the 99.7% percentile among nodes. Its neighborhood distribution is different from its own assignment (6.9% neighbor mass on C8; C29:0.087; C25:0.084; C8:0.069), which is a strong context-break signal. Adhesion percentile=99.7%; context percentile=100.0%; beta-weighted context contribution=0.212; assignment entropy=0.000."
0,weibo,25,976,0,high-risk community prototype outlier,8.729918479919434,0.997144217039505,8.633626937866211,0.9972632079961923,4.814554691314697,0.9881009043312708,0.09629109501838684,5754.9833984375,0.3835151195526123,8,1.0,0.1525310600321609,0.2366125272879741,2.2911615740324422,0.4137440323829651,2.743758688778142e-36,8,75.86160688014392,0.9972632079961923,75.86160688014392,C8:1.000; C28:0.000; C29:0.000,C8:0.414; C7:0.025; C14:0.024,"#25 node 976 (label=0) is a high-risk community prototype outlier. It assigns to C8 with p=1.000. C8 is high-risk (soft share 15.3%, anomaly rate 23.7%, lift 2.29x). Its distance to the assigned prototype is 75.86, at the 99.7% percentile among nodes. Its neighbors only partially support C8 (41.4% neighbor mass; C8:0.414; C7:0.025; C14:0.024), adding a moderate context-mismatch signal. Adhesion percentile=99.7%; context percentile=98.8%; beta-weighted context contribution=0.096; assignment entropy=0.000."
0,weibo,26,6637,0,prototype-assignment tension,7.857183933258057,0.9970252260828177,7.660229682922363,0.9970252260828177,9.847702980041504,0.9989290813898144,0.19695405662059784,5113.5126953125,0.7612854838371277,1,0.7022344470024109,0.02483870888096743,0.07070281242937754,0.6846280240143752,0.04873352497816086,0.19813475819710255,29,71.57044852145681,0.9970252260828177,71.31551606790244,C1:0.702; C29:0.269; C3:0.028,C8:0.075; C1:0.049; C31:0.044,"#26 node 6637 (label=0) is a prototype-assignment tension. It assigns to C1 with p=0.702. C1 is low-risk (soft share 2.5%, anomaly rate 7.1%, lift 0.68x). The closest prototype is C29 (distance 71.32), but the soft assignment favors C1; this assignment/prototype tension makes the case more diagnostic. Its neighborhood distribution is different from its own assignment (4.9% neighbor mass on C1; C8:0.075; C1:0.049; C31:0.044), which is a strong context-break signal. Adhesion percentile=99.7%; context percentile=99.9%; beta-weighted context contribution=0.197; assignment entropy=0.198."
0,weibo,27,2626,0,high-risk community prototype outlier,7.5202789306640625,0.9969062351261304,7.402987003326416,0.9969062351261304,5.864591598510742,0.991432651118515,0.11729183048009872,4943.9892578125,0.4623272120952606,8,1.0,0.1525310600321609,0.2366125272879741,2.2911615740324422,0.33016204833984375,0.0,8,70.31350693723432,0.9969062351261304,70.31350693723432,C8:1.000; C35:0.000; C33:0.000,C8:0.330; C27:0.069; C29:0.050,"#27 node 2626 (label=0) is a high-risk community prototype outlier. It assigns to C8 with p=1.000. C8 is high-risk (soft share 15.3%, anomaly rate 23.7%, lift 2.29x). Its distance to the assigned prototype is 70.31, at the 99.7% percentile among nodes. Its neighborhood distribution is different from its own assignment (33.0% neighbor mass on C8; C8:0.330; C27:0.069; C29:0.050), which is a strong context-break signal. Adhesion percentile=99.7%; context percentile=99.1%; beta-weighted context contribution=0.117; assignment entropy=0.000."
0,weibo,28,3496,0,neighborhood context break,7.518676280975342,0.9967872441694431,7.3490705490112305,0.9967872441694431,8.480280876159668,0.9983341266063779,0.16960561275482178,4908.4580078125,0.65865159034729,8,1.0,0.1525310600321609,0.2366125272879741,2.2911615740324422,0.16397325694561005,0.0,8,70.06038829333235,0.9967872441694431,70.06038829333235,C8:1.000; C35:0.000; C33:0.000,C8:0.164; C29:0.039; C20:0.032,"#28 node 3496 (label=0) is a neighborhood context break. It assigns to C8 with p=1.000. C8 is high-risk (soft share 15.3%, anomaly rate 23.7%, lift 2.29x). Its distance to the assigned prototype is 70.06, at the 99.7% percentile among nodes. Its neighborhood distribution is different from its own assignment (16.4% neighbor mass on C8; C8:0.164; C29:0.039; C20:0.032), which is a strong context-break signal. Adhesion percentile=99.7%; context percentile=99.8%; beta-weighted context contribution=0.170; assignment entropy=0.000."
0,weibo,29,7979,1,prototype-assignment tension,7.438253879547119,0.9966682532127559,7.2805399894714355,0.9966682532127559,7.885704040527344,0.9973821989528796,0.1577140837907791,4863.29638671875,0.6140247583389282,12,0.6256502866744995,0.02419518737974513,0.06888410446059509,0.6670171482918508,0.026275843381881714,0.25005909920867503,29,69.96220380274981,0.9966682532127559,69.24623114180115,C12:0.626; C29:0.298; C27:0.064,C29:0.143; C27:0.092; C16:0.058,"#29 node 7979 (labeled anomaly) is a prototype-assignment tension. It assigns to C12 with p=0.626. C12 is low-risk (soft share 2.4%, anomaly rate 6.9%, lift 0.67x). The closest prototype is C29 (distance 69.25), but the soft assignment favors C12; this assignment/prototype tension makes the case more diagnostic. Its neighborhood distribution is different from its own assignment (2.6% neighbor mass on C12; C29:0.143; C27:0.092; C16:0.058), which is a strong context-break signal. Adhesion percentile=99.7%; context percentile=99.7%; beta-weighted context contribution=0.158; assignment entropy=0.250."
0,weibo,30,2790,0,neighborhood context break,7.0283660888671875,0.9965492622560685,6.88201379776001,0.9965492622560685,7.317623615264893,0.9958353165159448,0.14635246992111206,4600.6669921875,0.5713866353034973,8,1.0,0.1525310600321609,0.2366125272879741,2.2911615740324422,0.23091401159763336,0.0,8,67.82821678466492,0.9965492622560685,67.82821678466492,C8:1.000; C35:0.000; C33:0.000,C8:0.231; C0:0.058; C20:0.030,"#30 node 2790 (label=0) is a neighborhood context break. It assigns to C8 with p=1.000. C8 is high-risk (soft share 15.3%, anomaly rate 23.7%, lift 2.29x). Its distance to the assigned prototype is 67.83, at the 99.7% percentile among nodes. Its neighborhood distribution is different from its own assignment (23.1% neighbor mass on C8; C8:0.231; C0:0.058; C20:0.030), which is a strong context-break signal. Adhesion percentile=99.7%; context percentile=99.6%; beta-weighted context contribution=0.146; assignment entropy=0.000."
